2026-05-11 20:54:33 | INFO     | selector             | ======================================================================
2026-05-11 20:54:47 | INFO     | selector             |   Boruta iter  10/50 — confirmed so far: 0
2026-05-11 20:54:53 | INFO     | selector             |   Boruta iter  20/50 — confirmed so far: 0
2026-05-11 20:54:59 | INFO     | selector             |   Boruta iter  30/50 — confirmed so far: 0
2026-05-11 20:55:05 | INFO     | selector             |   Boruta iter  40/50 — confirmed so far: 0
2026-05-11 20:55:12 | INFO     | selector             |   Boruta iter  50/50 — confirmed so far: 0
2026-05-11 20:55:12 | INFO     | selector             |   Input    : 42
2026-05-11 20:55:12 | INFO     | selector             |   Selected : 1 (confirmed)
2026-05-11 20:55:12 | INFO     | selector             |   Removed  : 41 (tentative/rejected)
2026-05-11 20:55:12 | INFO     | selector             |   Top 10 hit rates:
2026-05-11 20:55:12 | INFO     | selector             |     FE_multi_channel_utilizer                     hit_rate=0.92
2026-05-11 20:55:12 | INFO     | selector             |     FE_has_prior_inpatient                        hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     FE_high_prior_utilization                     hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     admission_source_id                           hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     discharge_disposition_id                      hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     number_diagnoses                              hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     FE_diag_med_ratio                             hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     medical_specialty                             hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     FE_glycemic_x_emergency                       hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             |     number_outpatient                             hit_rate=0.00
2026-05-11 20:55:12 | INFO     | selector             | --------------------------------------------------
2026-05-11 20:55:12 | INFO     | selector             | Stage 5: SHAP Importance (GBM, n_estimators=300)
2026-05-11 20:55:17 | INFO     | selector             |   Input    : 1
2026-05-11 20:55:17 | INFO     | selector             |   SHAP threshold (P20) : 0.472279
2026-05-11 20:55:17 | INFO     | selector             |   Selected : 1
2026-05-11 20:55:17 | INFO     | selector             |   Removed  : 0
2026-05-11 20:55:17 | INFO     | selector             |   Top 15 SHAP scores:
2026-05-11 20:55:17 | INFO     | selector             |     FE_multi_channel_utilizer                     SHAP=0.472279
2026-05-11 20:55:17 | INFO     | selector             | --------------------------------------------------
2026-05-11 20:55:17 | INFO     | selector             | Stage 6: Stability Selection (n_bootstrap=50, frac=0.75, threshold=0.6)
2026-05-11 20:55:24 | INFO     | selector             |   Input    : 1
2026-05-11 20:55:24 | INFO     | selector             |   Selected : 1 (stability >= 0.6)
2026-05-11 20:55:24 | INFO     | selector             |   Removed  : 0
2026-05-11 20:55:24 | INFO     | selector             |   Top 15 stability scores:
2026-05-11 20:55:24 | INFO     | selector             |     [✓] FE_multi_channel_utilizer                   stability=1.0000
2026-05-11 20:55:24 | INFO     | selector             | --------------------------------------------------
2026-05-11 20:55:24 | INFO     | selector             | Stage 7: Consensus Vote (min_stages=2)
2026-05-11 20:55:24 | INFO     | selector             |   Total features evaluated : 78
2026-05-11 20:55:24 | INFO     | selector             |   Selected (votes >= 2)   : 53
2026-05-11 20:55:24 | INFO     | selector             |   Removed                  : 25
2026-05-11 20:55:24 | INFO     | selector             |   Vote summary (top 20):
2026-05-11 20:55:24 | INFO     | selector             |     [✓] FE_multi_channel_utilizer                     votes=6/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] race                                          votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] gender                                        votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] age                                           votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] admission_type_id                             votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] discharge_disposition_id                      votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] admission_source_id                           votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] time_in_hospital                              votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] payer_code                                    votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] medical_specialty                             votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] num_medications                               votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] number_outpatient                             votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] diag_1                                        votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] diag_2                                        votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] diag_3                                        votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] number_diagnoses                              votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] glyburide                                     votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] pioglitazone                                  votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] weight_missing                                votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |     [✓] max_glu_serum_missing                         votes=3/6
2026-05-11 20:55:24 | INFO     | selector             |   feature_scores.csv saved -> C:\Users\sharg\Desktop\github\DriftSentinel\outputs\artifacts\feature_scores.csv
2026-05-11 20:55:24 | INFO     | selector             |   Selected feature breakdown:
2026-05-11 20:55:24 | INFO     | selector             |     FE_ features selected : 29
2026-05-11 20:55:24 | INFO     | selector             |     Raw features selected : 24
2026-05-11 20:55:24 | INFO     | selector             |   selected_features.json saved -> C:\Users\sharg\Desktop\github\DriftSentinel\outputs\artifacts\selected_features.json
2026-05-11 20:55:24 | INFO     | selector             |   selector_stage_results.json saved -> C:\Users\sharg\Desktop\github\DriftSentinel\outputs\artifacts\selector_stage_results.json
2026-05-11 20:55:24 | INFO     | selector             |   feature_selector.pkl saved -> C:\Users\sharg\Desktop\github\DriftSentinel\outputs\artifacts\feature_selector.pkl
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | Selection complete — 53 features retained from 78 input features
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | DriftSentinel — Feature Selector  [transform on TRAIN]
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | Input  shape : (63492, 80)
2026-05-11 20:55:24 | INFO     | selector             | Output shape : (63492, 55)
2026-05-11 20:55:24 | INFO     | selector             | Features retained : 53
2026-05-11 20:55:24 | INFO     | selector             | Targets retained  : ['readmitted_multi', 'readmitted_binary']
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | DriftSentinel — Feature Selector  [transform on VAL]
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | Input  shape : (20949, 80)
2026-05-11 20:55:24 | INFO     | selector             | Output shape : (20949, 55)
2026-05-11 20:55:24 | INFO     | selector             | Features retained : 53
2026-05-11 20:55:24 | INFO     | selector             | Targets retained  : ['readmitted_multi', 'readmitted_binary']
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | DriftSentinel — Feature Selector  [transform on TEST]
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
2026-05-11 20:55:24 | INFO     | selector             | Input  shape : (17325, 80)
2026-05-11 20:55:24 | INFO     | selector             | Output shape : (17325, 55)
2026-05-11 20:55:24 | INFO     | selector             | Features retained : 53
2026-05-11 20:55:24 | INFO     | selector             | Targets retained  : ['readmitted_multi', 'readmitted_binary']
2026-05-11 20:55:24 | INFO     | selector             | ======================================================================
