2026-05-11 20:54:32 | INFO     | loader               | ======================================================================
2026-08-04 10:37:26 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 10:37:26 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
2026-08-04 10:37:26 | INFO     | loader               |   medical_specialty              null=49,949  (49.08%)
2026-08-04 10:37:26 | INFO     | loader               |   payer_code                     null=40,256  (39.56%)
2026-08-04 10:37:26 | INFO     | loader               |   race                           null= 2,273  (2.23%)
2026-08-04 10:37:26 | INFO     | loader               |   diag_3                         null= 1,423  (1.40%)
2026-08-04 10:37:26 | INFO     | loader               |   diag_2                         null=   358  (0.35%)
2026-08-04 10:37:26 | INFO     | loader               |   diag_1                         null=    21  (0.02%)
2026-08-04 10:37:26 | INFO     | loader               | Total null cells : 374,017 / 5,088,300 (7.351%)
2026-08-04 10:37:26 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:37:26 | INFO     | loader               | Duplicate integrity
2026-08-04 10:37:26 | INFO     | loader               | Duplicate encounter_id : 0
2026-08-04 10:37:26 | INFO     | loader               | Unique patient_nbr     : 71,518
2026-08-04 10:37:26 | INFO     | loader               | Multi-visit rows       : 47,021 (46.2%)
2026-08-04 10:37:26 | INFO     | loader               | encounter_id uniqueness — OK
2026-08-04 10:37:26 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:37:26 | INFO     | loader               | Target column: readmitted
2026-08-04 10:37:26 | INFO     | loader               |   NO    : 54,864  (53.91%)
2026-08-04 10:37:26 | INFO     | loader               |   >30   : 35,545  (34.93%)
2026-08-04 10:37:26 | INFO     | loader               |   <30   : 11,357  (11.16%)
2026-08-04 10:37:26 | INFO     | loader               | Target column integrity — OK
2026-08-04 10:37:26 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:37:26 | INFO     | loader               | Loading IDS mapping: C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\IDS_mapping.csv
2026-08-04 10:37:26 | INFO     | loader               | IDS mapping shape: (68, 2)
2026-08-04 10:37:26 | INFO     | loader               | ======================================================================
2026-08-04 10:37:26 | INFO     | loader               | Loader completed successfully
2026-08-04 10:37:26 | INFO     | loader               | ======================================================================
2026-08-04 10:48:31 | INFO     | loader               | ===== RUN 20260804-104829-f5297c | pid=20016 | started 2026-08-04 10:48:31 =====
2026-08-04 10:48:31 | INFO     | loader               | ======================================================================
2026-08-04 10:48:31 | INFO     | loader               | DriftSentinel — Data Loader
2026-08-04 10:48:31 | INFO     | loader               | ======================================================================
2026-08-04 10:48:31 | INFO     | loader               | Source : C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\diabetic_data.csv
2026-08-04 10:48:31 | INFO     | loader               | Loaded in 0.308s
2026-08-04 10:48:31 | INFO     | loader               | Shape         : 101,766 rows x 50 columns
2026-08-04 10:48:32 | INFO     | loader               | Memory        : 189.56 MB
2026-08-04 10:48:32 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:48:32 | INFO     | loader               | Dtype summary
2026-08-04 10:48:32 | INFO     | loader               |   object       : 37 columns
2026-08-04 10:48:32 | INFO     | loader               |   int64        : 13 columns
2026-08-04 10:48:32 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:48:32 | INFO     | loader               | Schema check
2026-08-04 10:48:32 | INFO     | loader               | All 29 required columns present — OK
2026-08-04 10:48:32 | INFO     | loader               | Row count 101,766 — OK
2026-08-04 10:48:32 | INFO     | loader               | Column count 50 — OK
2026-08-04 10:48:32 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:48:32 | INFO     | loader               | Sentinel replacement audit (? -> NaN)
2026-08-04 10:48:32 | INFO     | loader               | Columns with NaN : 9
2026-08-04 10:48:32 | INFO     | loader               |   weight                         null=98,569  (96.86%)
2026-08-04 10:48:32 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 10:48:32 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
2026-08-04 10:48:32 | INFO     | loader               |   medical_specialty              null=49,949  (49.08%)
2026-08-04 10:48:32 | INFO     | loader               |   payer_code                     null=40,256  (39.56%)
2026-08-04 10:48:32 | INFO     | loader               |   race                           null= 2,273  (2.23%)
2026-08-04 10:48:32 | INFO     | loader               |   diag_3                         null= 1,423  (1.40%)
2026-08-04 10:48:32 | INFO     | loader               |   diag_2                         null=   358  (0.35%)
2026-08-04 10:48:32 | INFO     | loader               |   diag_1                         null=    21  (0.02%)
2026-08-04 10:48:32 | INFO     | loader               | Total null cells : 374,017 / 5,088,300 (7.351%)
2026-08-04 10:48:32 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:48:32 | INFO     | loader               | Duplicate integrity
2026-08-04 10:48:32 | INFO     | loader               | Duplicate encounter_id : 0
2026-08-04 10:48:32 | INFO     | loader               | Unique patient_nbr     : 71,518
2026-08-04 10:48:32 | INFO     | loader               | Multi-visit rows       : 47,021 (46.2%)
2026-08-04 10:48:32 | INFO     | loader               | encounter_id uniqueness — OK
2026-08-04 10:48:32 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:48:32 | INFO     | loader               | Target column: readmitted
2026-08-04 10:48:32 | INFO     | loader               |   NO    : 54,864  (53.91%)
2026-08-04 10:48:32 | INFO     | loader               |   >30   : 35,545  (34.93%)
2026-08-04 10:48:32 | INFO     | loader               |   <30   : 11,357  (11.16%)
2026-08-04 10:48:32 | INFO     | loader               | Target column integrity — OK
2026-08-04 10:48:32 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:48:32 | INFO     | loader               | Loading IDS mapping: C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\IDS_mapping.csv
2026-08-04 10:48:32 | INFO     | loader               | IDS mapping shape: (68, 2)
2026-08-04 10:48:32 | INFO     | loader               | ======================================================================
2026-08-04 10:48:32 | INFO     | loader               | Loader completed successfully
2026-08-04 10:48:32 | INFO     | loader               | ======================================================================
2026-08-04 10:52:00 | INFO     | loader               | ===== RUN 20260804-105157-d432da | pid=31324 | started 2026-08-04 10:52:00 =====
2026-08-04 10:52:00 | INFO     | loader               | ======================================================================
2026-08-04 10:52:00 | INFO     | loader               | DriftSentinel — Data Loader
2026-08-04 10:52:00 | INFO     | loader               | ======================================================================
2026-08-04 10:52:00 | INFO     | loader               | Source : C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\diabetic_data.csv
2026-08-04 10:52:00 | INFO     | loader               | Loaded in 0.478s
2026-08-04 10:52:00 | INFO     | loader               | Shape         : 101,766 rows x 50 columns
2026-08-04 10:52:01 | INFO     | loader               | Memory        : 189.56 MB
2026-08-04 10:52:01 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:52:01 | INFO     | loader               | Dtype summary
2026-08-04 10:52:01 | INFO     | loader               |   object       : 37 columns
2026-08-04 10:52:01 | INFO     | loader               |   int64        : 13 columns
2026-08-04 10:52:01 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:52:01 | INFO     | loader               | Schema check
2026-08-04 10:52:01 | INFO     | loader               | All 29 required columns present — OK
2026-08-04 10:52:01 | INFO     | loader               | Row count 101,766 — OK
2026-08-04 10:52:01 | INFO     | loader               | Column count 50 — OK
2026-08-04 10:52:01 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:52:01 | INFO     | loader               | Sentinel replacement audit (? -> NaN)
2026-08-04 10:52:01 | INFO     | loader               | Columns with NaN : 9
2026-08-04 10:52:01 | INFO     | loader               |   weight                         null=98,569  (96.86%)
2026-08-04 10:52:01 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 10:52:01 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
2026-08-04 10:52:01 | INFO     | loader               |   medical_specialty              null=49,949  (49.08%)
2026-08-04 10:52:01 | INFO     | loader               |   payer_code                     null=40,256  (39.56%)
2026-08-04 10:52:01 | INFO     | loader               |   race                           null= 2,273  (2.23%)
2026-08-04 10:52:01 | INFO     | loader               |   diag_3                         null= 1,423  (1.40%)
2026-08-04 10:52:01 | INFO     | loader               |   diag_2                         null=   358  (0.35%)
2026-08-04 10:52:01 | INFO     | loader               |   diag_1                         null=    21  (0.02%)
2026-08-04 10:52:01 | INFO     | loader               | Total null cells : 374,017 / 5,088,300 (7.351%)
2026-08-04 10:52:01 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:52:01 | INFO     | loader               | Duplicate integrity
2026-08-04 10:52:01 | INFO     | loader               | Duplicate encounter_id : 0
2026-08-04 10:52:01 | INFO     | loader               | Unique patient_nbr     : 71,518
2026-08-04 10:52:01 | INFO     | loader               | Multi-visit rows       : 47,021 (46.2%)
2026-08-04 10:52:01 | INFO     | loader               | encounter_id uniqueness — OK
2026-08-04 10:52:01 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:52:01 | INFO     | loader               | Target column: readmitted
2026-08-04 10:52:01 | INFO     | loader               |   NO    : 54,864  (53.91%)
2026-08-04 10:52:01 | INFO     | loader               |   >30   : 35,545  (34.93%)
2026-08-04 10:52:01 | INFO     | loader               |   <30   : 11,357  (11.16%)
2026-08-04 10:52:01 | INFO     | loader               | Target column integrity — OK
2026-08-04 10:52:01 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:52:01 | INFO     | loader               | Loading IDS mapping: C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\IDS_mapping.csv
2026-08-04 10:52:01 | INFO     | loader               | IDS mapping shape: (68, 2)
2026-08-04 10:52:01 | INFO     | loader               | ======================================================================
2026-08-04 10:52:01 | INFO     | loader               | Loader completed successfully
2026-08-04 10:52:01 | INFO     | loader               | ======================================================================
2026-08-04 10:54:02 | INFO     | loader               | ===== RUN 20260804-105400-8176e5 | pid=20152 | started 2026-08-04 10:54:02 =====
2026-08-04 10:54:02 | INFO     | loader               | ======================================================================
2026-08-04 10:54:02 | INFO     | loader               | DriftSentinel — Data Loader
2026-08-04 10:54:02 | INFO     | loader               | ======================================================================
2026-08-04 10:54:02 | INFO     | loader               | Source : C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\diabetic_data.csv
2026-08-04 10:54:02 | INFO     | loader               | Loaded in 0.290s
2026-08-04 10:54:02 | INFO     | loader               | Shape         : 101,766 rows x 50 columns
2026-08-04 10:54:02 | INFO     | loader               | Memory        : 189.56 MB
2026-08-04 10:54:02 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:54:02 | INFO     | loader               | Dtype summary
2026-08-04 10:54:02 | INFO     | loader               |   object       : 37 columns
2026-08-04 10:54:02 | INFO     | loader               |   int64        : 13 columns
2026-08-04 10:54:02 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:54:02 | INFO     | loader               | Schema check
2026-08-04 10:54:02 | INFO     | loader               | All 29 required columns present — OK
2026-08-04 10:54:02 | INFO     | loader               | Row count 101,766 — OK
2026-08-04 10:54:02 | INFO     | loader               | Column count 50 — OK
2026-08-04 10:54:02 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:54:02 | INFO     | loader               | Sentinel replacement audit (? -> NaN)
2026-08-04 10:54:03 | INFO     | loader               | Columns with NaN : 9
2026-08-04 10:54:03 | INFO     | loader               |   weight                         null=98,569  (96.86%)
2026-08-04 10:54:03 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 10:54:03 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
2026-08-04 10:54:03 | INFO     | loader               |   medical_specialty              null=49,949  (49.08%)
2026-08-04 10:54:03 | INFO     | loader               |   payer_code                     null=40,256  (39.56%)
2026-08-04 10:54:03 | INFO     | loader               |   race                           null= 2,273  (2.23%)
2026-08-04 10:54:03 | INFO     | loader               |   diag_3                         null= 1,423  (1.40%)
2026-08-04 10:54:03 | INFO     | loader               |   diag_2                         null=   358  (0.35%)
2026-08-04 10:54:03 | INFO     | loader               |   diag_1                         null=    21  (0.02%)
2026-08-04 10:54:03 | INFO     | loader               | Total null cells : 374,017 / 5,088,300 (7.351%)
2026-08-04 10:54:03 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:54:03 | INFO     | loader               | Duplicate integrity
2026-08-04 10:54:03 | INFO     | loader               | Duplicate encounter_id : 0
2026-08-04 10:54:03 | INFO     | loader               | Unique patient_nbr     : 71,518
2026-08-04 10:54:03 | INFO     | loader               | Multi-visit rows       : 47,021 (46.2%)
2026-08-04 10:54:03 | INFO     | loader               | encounter_id uniqueness — OK
2026-08-04 10:54:03 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:54:03 | INFO     | loader               | Target column: readmitted
2026-08-04 10:54:03 | INFO     | loader               |   NO    : 54,864  (53.91%)
2026-08-04 10:54:03 | INFO     | loader               |   >30   : 35,545  (34.93%)
2026-08-04 10:54:03 | INFO     | loader               |   <30   : 11,357  (11.16%)
2026-08-04 10:54:03 | INFO     | loader               | Target column integrity — OK
2026-08-04 10:54:03 | INFO     | loader               | --------------------------------------------------
2026-08-04 10:54:03 | INFO     | loader               | Loading IDS mapping: C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\IDS_mapping.csv
2026-08-04 10:54:03 | INFO     | loader               | IDS mapping shape: (68, 2)
2026-08-04 10:54:03 | INFO     | loader               | ======================================================================
2026-08-04 10:54:03 | INFO     | loader               | Loader completed successfully
2026-08-04 10:54:03 | INFO     | loader               | ======================================================================
2026-08-04 11:30:03 | INFO     | loader               | ===== RUN 20260804-113003-e838de | pid=16256 | started 2026-08-04 11:30:03 =====
2026-08-04 11:30:03 | INFO     | loader               | ======================================================================
2026-08-04 11:30:03 | INFO     | loader               | DriftSentinel — Data Loader
2026-08-04 11:30:03 | INFO     | loader               | ======================================================================
2026-08-04 11:30:03 | INFO     | loader               | Source : C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\diabetic_data.csv
2026-08-04 11:30:03 | INFO     | loader               | Loaded in 0.252s
2026-08-04 11:30:03 | INFO     | loader               | Shape         : 101,766 rows x 50 columns
2026-08-04 11:30:04 | INFO     | loader               | Memory        : 189.56 MB
2026-08-04 11:30:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:04 | INFO     | loader               | Dtype summary
2026-08-04 11:30:04 | INFO     | loader               |   object       : 37 columns
2026-08-04 11:30:04 | INFO     | loader               |   int64        : 13 columns
2026-08-04 11:30:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:04 | INFO     | loader               | Schema check
2026-08-04 11:30:04 | INFO     | loader               | All 29 required columns present — OK
2026-08-04 11:30:04 | INFO     | loader               | Row count 101,766 — OK
2026-08-04 11:30:04 | INFO     | loader               | Column count 50 — OK
2026-08-04 11:30:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:04 | INFO     | loader               | Sentinel replacement audit (? -> NaN)
2026-08-04 11:30:04 | INFO     | loader               | Columns with NaN : 9
2026-08-04 11:30:04 | INFO     | loader               |   weight                         null=98,569  (96.86%)
2026-08-04 11:30:04 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 11:30:04 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
2026-08-04 11:30:04 | INFO     | loader               |   medical_specialty              null=49,949  (49.08%)
2026-08-04 11:30:04 | INFO     | loader               |   payer_code                     null=40,256  (39.56%)
2026-08-04 11:30:04 | INFO     | loader               |   race                           null= 2,273  (2.23%)
2026-08-04 11:30:04 | INFO     | loader               |   diag_3                         null= 1,423  (1.40%)
2026-08-04 11:30:04 | INFO     | loader               |   diag_2                         null=   358  (0.35%)
2026-08-04 11:30:04 | INFO     | loader               |   diag_1                         null=    21  (0.02%)
2026-08-04 11:30:04 | INFO     | loader               | Total null cells : 374,017 / 5,088,300 (7.351%)
2026-08-04 11:30:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:04 | INFO     | loader               | Duplicate integrity
2026-08-04 11:30:04 | INFO     | loader               | Duplicate encounter_id : 0
2026-08-04 11:30:04 | INFO     | loader               | Unique patient_nbr     : 71,518
2026-08-04 11:30:04 | INFO     | loader               | Multi-visit rows       : 47,021 (46.2%)
2026-08-04 11:30:04 | INFO     | loader               | encounter_id uniqueness — OK
2026-08-04 11:30:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:04 | INFO     | loader               | Target column: readmitted
2026-08-04 11:30:04 | INFO     | loader               |   NO    : 54,864  (53.91%)
2026-08-04 11:30:04 | INFO     | loader               |   >30   : 35,545  (34.93%)
2026-08-04 11:30:04 | INFO     | loader               |   <30   : 11,357  (11.16%)
2026-08-04 11:30:04 | INFO     | loader               | Target column integrity — OK
2026-08-04 11:30:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:04 | INFO     | loader               | Loading IDS mapping: C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\IDS_mapping.csv
2026-08-04 11:30:04 | INFO     | loader               | IDS mapping shape: (68, 2)
2026-08-04 11:30:04 | INFO     | loader               | ======================================================================
2026-08-04 11:30:04 | INFO     | loader               | Loader completed successfully
2026-08-04 11:30:04 | INFO     | loader               | ======================================================================
2026-08-04 11:30:51 | INFO     | loader               | ===== RUN 20260804-113051-66454f | pid=22816 | started 2026-08-04 11:30:51 =====
2026-08-04 11:30:51 | INFO     | loader               | ======================================================================
2026-08-04 11:30:51 | INFO     | loader               | DriftSentinel — Data Loader
2026-08-04 11:30:51 | INFO     | loader               | ======================================================================
2026-08-04 11:30:51 | INFO     | loader               | Source : C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\diabetic_data.csv
2026-08-04 11:30:52 | INFO     | loader               | Loaded in 0.249s
2026-08-04 11:30:52 | INFO     | loader               | Shape         : 101,766 rows x 50 columns
2026-08-04 11:30:52 | INFO     | loader               | Memory        : 189.56 MB
2026-08-04 11:30:52 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:52 | INFO     | loader               | Dtype summary
2026-08-04 11:30:52 | INFO     | loader               |   object       : 37 columns
2026-08-04 11:30:52 | INFO     | loader               |   int64        : 13 columns
2026-08-04 11:30:52 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:52 | INFO     | loader               | Schema check
2026-08-04 11:30:52 | INFO     | loader               | All 29 required columns present — OK
2026-08-04 11:30:52 | INFO     | loader               | Row count 101,766 — OK
2026-08-04 11:30:52 | INFO     | loader               | Column count 50 — OK
2026-08-04 11:30:52 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:52 | INFO     | loader               | Sentinel replacement audit (? -> NaN)
2026-08-04 11:30:52 | INFO     | loader               | Columns with NaN : 9
2026-08-04 11:30:52 | INFO     | loader               |   weight                         null=98,569  (96.86%)
2026-08-04 11:30:52 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 11:30:52 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
2026-08-04 11:30:52 | INFO     | loader               |   medical_specialty              null=49,949  (49.08%)
2026-08-04 11:30:52 | INFO     | loader               |   payer_code                     null=40,256  (39.56%)
2026-08-04 11:30:52 | INFO     | loader               |   race                           null= 2,273  (2.23%)
2026-08-04 11:30:52 | INFO     | loader               |   diag_3                         null= 1,423  (1.40%)
2026-08-04 11:30:52 | INFO     | loader               |   diag_2                         null=   358  (0.35%)
2026-08-04 11:30:52 | INFO     | loader               |   diag_1                         null=    21  (0.02%)
2026-08-04 11:30:52 | INFO     | loader               | Total null cells : 374,017 / 5,088,300 (7.351%)
2026-08-04 11:30:52 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:52 | INFO     | loader               | Duplicate integrity
2026-08-04 11:30:52 | INFO     | loader               | Duplicate encounter_id : 0
2026-08-04 11:30:52 | INFO     | loader               | Unique patient_nbr     : 71,518
2026-08-04 11:30:52 | INFO     | loader               | Multi-visit rows       : 47,021 (46.2%)
2026-08-04 11:30:52 | INFO     | loader               | encounter_id uniqueness — OK
2026-08-04 11:30:52 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:52 | INFO     | loader               | Target column: readmitted
2026-08-04 11:30:52 | INFO     | loader               |   NO    : 54,864  (53.91%)
2026-08-04 11:30:52 | INFO     | loader               |   >30   : 35,545  (34.93%)
2026-08-04 11:30:52 | INFO     | loader               |   <30   : 11,357  (11.16%)
2026-08-04 11:30:52 | INFO     | loader               | Target column integrity — OK
2026-08-04 11:30:52 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:30:52 | INFO     | loader               | Loading IDS mapping: C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\IDS_mapping.csv
2026-08-04 11:30:52 | INFO     | loader               | IDS mapping shape: (68, 2)
2026-08-04 11:30:52 | INFO     | loader               | ======================================================================
2026-08-04 11:30:52 | INFO     | loader               | Loader completed successfully
2026-08-04 11:30:52 | INFO     | loader               | ======================================================================
2026-08-04 11:31:04 | INFO     | loader               | ===== RUN 20260804-113104-3e56fe | pid=28552 | started 2026-08-04 11:31:04 =====
2026-08-04 11:31:04 | INFO     | loader               | ======================================================================
2026-08-04 11:31:04 | INFO     | loader               | DriftSentinel — Data Loader
2026-08-04 11:31:04 | INFO     | loader               | ======================================================================
2026-08-04 11:31:04 | INFO     | loader               | Source : C:\Users\sharg\Desktop\github\DriftSentinel\data\raw\diabetes_hospital\diabetic_data.csv
2026-08-04 11:31:04 | INFO     | loader               | Loaded in 0.245s
2026-08-04 11:31:04 | INFO     | loader               | Shape         : 101,766 rows x 50 columns
2026-08-04 11:31:04 | INFO     | loader               | Memory        : 189.56 MB
2026-08-04 11:31:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:31:04 | INFO     | loader               | Dtype summary
2026-08-04 11:31:04 | INFO     | loader               |   object       : 37 columns
2026-08-04 11:31:04 | INFO     | loader               |   int64        : 13 columns
2026-08-04 11:31:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:31:04 | INFO     | loader               | Schema check
2026-08-04 11:31:04 | INFO     | loader               | All 29 required columns present — OK
2026-08-04 11:31:04 | INFO     | loader               | Row count 101,766 — OK
2026-08-04 11:31:04 | INFO     | loader               | Column count 50 — OK
2026-08-04 11:31:04 | INFO     | loader               | --------------------------------------------------
2026-08-04 11:31:04 | INFO     | loader               | Sentinel replacement audit (? -> NaN)
2026-08-04 11:31:04 | INFO     | loader               | Columns with NaN : 9
2026-08-04 11:31:04 | INFO     | loader               |   weight                         null=98,569  (96.86%)
2026-08-04 11:31:04 | INFO     | loader               |   max_glu_serum                  null=96,420  (94.75%)
2026-08-04 11:31:04 | INFO     | loader               |   A1Cresult                      null=84,748  (83.28%)
